id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
5563075,Baseball Cards 2023 Topps Chrome MVP Refractor Buybacks,Aaron Judge,,,,$99.99,$110.00,,,,,,,,,,,,,,1,,,,,2023-06-01
5563080,Baseball Cards 2023 Topps Chrome MVP Refractor Buybacks,Aaron Judge [Autograph],,,,$1100.00,$1210.00,,,,,,,,,,,,,,1,,,,,2023-06-01
5563077,Baseball Cards 2023 Topps Chrome MVP Refractor Buybacks,Aaron Judge [Prism],$34.58,,,$150.00,$165.00,,,,,,,$15.20,$37.99,,,,,,2,,,,,2023-06-01
5563082,Baseball Cards 2023 Topps Chrome MVP Refractor Buybacks,Aaron Judge [Xfractor],,,,$34.00,$37.00,,,,,,,,,,,,,,1,,,,,2023-06-01
5563074,Baseball Cards 2023 Topps Chrome MVP Refractor Buybacks,Paul Goldschmidt,$8.82,,,,,$19.38,$25.00,$12.00,$12.00,,,$1.90,$9.69,,,,,,2,,,,,2023-06-01
5563079,Baseball Cards 2023 Topps Chrome MVP Refractor Buybacks,Paul Goldschmidt [Autograph],,,,,,,,,,,,,,,,,,,0,,,,,2023-06-01
5563076,Baseball Cards 2023 Topps Chrome MVP Refractor Buybacks,Paul Goldschmidt [Prism],$6.50,,,,,,,,,,,$1.40,$7.19,,,,,,1,,,,,2023-06-01
5563078,Baseball Cards 2023 Topps Chrome MVP Refractor Buybacks,Paul Goldschmidt [Xfractor],,,,,,,,,,,,,,,,,,,0,,,,,2023-06-01
