id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
6032963,Baseball Cards 2023 Topps Chrome Youthquake,Edouard Julien [Orange] #YQ-64,$19.99,,,$44.99,$49.00,,,,,,,$6.60,$21.99,,,,,,2,,,,,2023-06-01
6033013,Baseball Cards 2023 Topps Chrome Youthquake,Edouard Julien [Red] #YQ-64,$212.34,,,,,,,,,,,$117.00,$234.00,,,,,,1,,,,,2023-06-01
6033063,Baseball Cards 2023 Topps Chrome Youthquake,Edouard Julien [Superfractor] #YQ-64,,,,,,,,,,,,,,,,,,,0,,,,,2023-06-01
6032816,Baseball Cards 2023 Topps Chrome Youthquake,Enmanuel Valdez #YQ-67,$0.99,,,,,,,,,,,,$1.09,,,,,,3,,,,,2023-06-01
6032916,Baseball Cards 2023 Topps Chrome Youthquake,Enmanuel Valdez [Gold] #YQ-67,$2.42,,,,,,,,,,,,$2.69,,,,,,2,,,,,2023-06-01
6032866,Baseball Cards 2023 Topps Chrome Youthquake,Enmanuel Valdez [Green] #YQ-67,$1.98,,$6.61,$12.48,$24.40,$35.13,$46.00,$21.00,$21.00,,,,$2.19,,,$1.50,$7.29,,6,,,,,2023-06-01
6032966,Baseball Cards 2023 Topps Chrome Youthquake,Enmanuel Valdez [Orange] #YQ-67,$3.58,,,$8.50,$9.00,,,,,,,$0.80,$3.89,,,,,,2,,,,,2023-06-01
6033016,Baseball Cards 2023 Topps Chrome Youthquake,Enmanuel Valdez [Red] #YQ-67,$22.49,,,$15.50,$17.00,,,,,,,$7.50,$24.99,,,,,,2,,,,,2023-06-01
6033066,Baseball Cards 2023 Topps Chrome Youthquake,Enmanuel Valdez [Superfractor] #YQ-67,$46.51,,,,,,,,,,,$20.40,$50.99,,,,,,1,,,,,2023-06-01
5566101,Baseball Cards 2023 Topps Chrome Youthquake,Esteury Ruiz #YQ-40,$4.24,,,,,,,,,,,$0.90,$4.69,,,,,,4,,,,,2023-06-01
5566201,Baseball Cards 2023 Topps Chrome Youthquake,Esteury Ruiz [Gold] #YQ-40,$5.80,,,$12.10,$13.00,$35.00,$46.00,$21.00,$21.00,,,$1.30,$6.39,,,,,,6,,,,,2023-06-01
5566151,Baseball Cards 2023 Topps Chrome Youthquake,Esteury Ruiz [Green] #YQ-40,$3.25,,$7.65,$14.09,$27.25,$38.44,$50.00,$23.00,$23.00,,,,$3.59,,,$1.70,$8.39,,9,,,,,2023-06-01
5566251,Baseball Cards 2023 Topps Chrome Youthquake,Esteury Ruiz [Orange] #YQ-40,$6.43,,,,,$30.20,$39.00,$18.00,$18.00,,,$1.40,$7.09,,,,,,3,,,,,2023-06-01
5566301,Baseball Cards 2023 Topps Chrome Youthquake,Esteury Ruiz [Red] #YQ-40,,,,$40.99,$45.00,,,,,,,,,,,,,,1,,,,,2023-06-01
6032845,Baseball Cards 2023 Topps Chrome Youthquake,Eury Perez #YQ-96,$1.38,,$6.13,$11.74,$23.08,$31.74,$41.00,$19.00,$19.00,,,,$1.49,,,$1.30,$6.69,,7,,,,,2023-06-01
6032945,Baseball Cards 2023 Topps Chrome Youthquake,Eury Perez [Gold] #YQ-96,$30.00,,,,,$89.00,$116.00,$53.00,$53.00,,,$9.90,$32.99,,,,,,6,,,,,2023-06-01
6032895,Baseball Cards 2023 Topps Chrome Youthquake,Eury Perez [Green] #YQ-96,$5.58,,$9.79,$11.00,$33.07,$40.75,$53.00,$24.00,$24.00,,,$1.20,$6.09,,,$2.80,$10.99,,9,,,,,2023-06-01
6032995,Baseball Cards 2023 Topps Chrome Youthquake,Eury Perez [Orange] #YQ-96,$23.48,,,,,,,,,,,$7.80,$25.99,,,,,,3,,,,,2023-06-01
6033045,Baseball Cards 2023 Topps Chrome Youthquake,Eury Perez [Red] #YQ-96,$73.25,,,,,,,,,,,$32.40,$80.99,,,,,,1,,,,,2023-06-01
6033095,Baseball Cards 2023 Topps Chrome Youthquake,Eury Perez [Superfractor] #YQ-96,$475.00,,,,,,,,,,,$313.80,$523.00,,,,,,1,,,,,2023-06-01
5566089,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Duran #YQ-28,$3.99,,,,,$20.00,$26.00,$12.00,$12.00,,,$0.90,$4.39,,,,,,5,,,,,2023-06-01
5566189,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Duran [Gold] #YQ-28,$6.35,,,$7.50,$8.00,,,,,,,$1.40,$6.99,,,,,,5,,,,,2023-06-01
5566139,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Duran [Green] #YQ-28,$4.99,,,,,,,,,,,$1.10,$5.49,,,,,,3,,,,,2023-06-01
5566239,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Duran [Orange] #YQ-28,$14.50,,,$16.06,$18.00,,,,,,,$4.00,$15.99,,,,,,4,,,,,2023-06-01
5566289,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Duran [Red] #YQ-28,$39.99,,,,,$76.00,$99.00,$46.00,$46.00,,,$17.60,$43.99,,,,,,2,,,,,2023-06-01
5566108,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Tovar #YQ-47,$2.27,,,,,$14.99,$19.00,$9.00,$9.00,,,,$2.49,,,,,,5,,,,,2023-06-01
5566208,Baseball Cards 2023 Topps Chrome Youthquake,Ezequiel Tovar [Gold] #YQ-47,$23.46,,,$12.45,$14.00,,,,$20.70,,,$7.80,$25.99,,,,,,6,,,,,2023-06-01
